-0.302142 0.629646	-0.468646 -0.437506	0.751303 0.319782	0.384374 0.752014	0.603867 0.790833	0.290540 -0.494219	0.653237 0.502880	0.387346 -0.803606	0.639781 0.500007	0.692389 0.500295	0.204144 -0.447248	0.443633 0.882135	0.368019 0.799485	0.560744 0.607400	0.339973 0.029546	-0.102781 -0.829903	-0.864264 0.130356	-0.810361 0.809437	-0.367139 0.791816	-0.625853 0.309730	
2.559538 -11.159052	-4.168015 -3.598946	1.218493 0.928573	9.184577 0.306412	-6.820363 -4.383566	-5.397589 -0.103561	-11.227832 15.607732	-4.461599 6.499968	7.382871 -8.543712	1.060105 -6.830016	11.781825 6.070119	-9.386790 0.947138	-20.350770 -9.171153	-2.005434 -0.761231	1.508273 -2.068778	-4.283527 0.641163	-1.326199 11.427630	6.646726 3.362322	13.693649 -10.021524	-3.444570 17.828404	
2.246717 -10.332079	-5.037100 -3.551246	1.915463 1.424278	8.824909 0.728153	-5.825639 -4.205896	-5.413411 0.067132	-11.564054 15.295195	-4.996504 7.251037	7.722134 -8.525797	1.169429 -6.593458	12.221389 5.552973	-9.850062 0.548303	-19.949978 -9.283085	-1.318019 -1.574635	2.205224 -2.310303	-3.899694 -0.281778	-1.883447 10.586292	6.913004 3.777687	13.652013 -9.700347	-3.704939 17.898504	
2.977573 -11.175838	-5.191791 -3.029243	2.423952 2.158263	8.531738 0.982732	-5.302964 -4.074569	-5.078568 0.536097	-12.557950 15.682092	-5.237755 7.734455	7.857326 -9.181793	0.434632 -7.242380	11.495054 6.356493	-10.059665 0.732757	-20.665229 -9.267750	-0.377386 -2.466898	2.381767 -2.028764	-4.352551 0.670166	-2.327172 9.664811	5.956725 4.560906	13.075661 -8.769030	-4.495918 18.479782	
3.093725 -10.256548	-5.614145 -3.410168	1.938972 2.863317	8.314614 1.546453	-4.676143 -3.269000	-6.035233 0.881508	-11.589515 16.109059	-4.618371 8.483149	7.507544 -8.195595	0.989070 -6.434916	11.655427 6.489455	-10.447811 0.768884	-21.292737 -9.260193	-0.235067 -1.911580	2.557257 -2.350250	-4.781356 0.489450	-1.672453 9.173100	5.879699 4.091728	13.279882 -8.673224	-3.810291 17.680153	
2.734352 -9.306268	-5.059896 -4.282117	1.255380 2.199498	7.842315 2.158539	-5.201574 -3.231370	-5.441901 0.873926	-11.841017 15.636627	-5.589519 8.162867	8.209852 -7.981767	0.403175 -7.426641	12.156221 6.940433	-10.137786 1.705948	-21.394155 -9.761433	0.445614 -2.700028	2.613084 -2.132973	-4.755632 -0.342017	-2.211910 8.749546	6.842764 4.424025	12.610205 -9.600221	-3.585025 18.214672	
3.428623 -10.230822	-5.183956 -4.426916	0.495575 1.969946	6.974658 2.376919	-4.822886 -3.809030	-6.113250 0.633237	-12.787121 16.605521	-5.423963 8.949672	7.462735 -8.949357	0.615221 -7.910540	11.670380 6.619644	-10.534774 2.019715	-21.791149 -10.248404	0.550724 -2.085154	2.278818 -1.376774	-4.207281 -0.060238	-2.510550 8.729823	6.038751 4.182602	13.474109 -10.132904	-3.353496 17.930455	
4.018607 -10.394411	-4.697995 -4.903776	0.196718 2.684982	7.690648 2.240375	-3.834783 -4.370729	-6.906540 1.016967	-13.018617 16.339045	-5.349028 9.611036	8.118311 -8.112768	0.544340 -8.751464	10.825890 7.201697	-11.084071 2.071227	-22.138641 -10.065534	0.030248 -2.553406	1.486118 -1.581050	-4.863272 0.094599	-2.430460 8.489660	6.847508 4.564904	14.164103 -9.790355	-3.458054 17.817382	
4.393622 -9.700057	-4.893275 -4.905022	-0.171588 3.166964	7.750323 2.508330	-3.658549 -3.418003	-7.619066 0.661728	-13.476799 17.144518	-5.985280 10.285812	7.598616 -9.099390	-0.121704 -9.199272	10.325882 8.073750	-10.333360 1.898480	-22.575362 -10.078591	0.703379 -1.604888	0.882754 -1.707796	-4.044799 0.831978	-1.864007 8.387281	5.975833 5.071715	14.182166 -10.647017	-3.136537 17.284872	
5.103633 -9.979456	-3.965071 -4.145423	0.251127 3.389127	7.889042 3.243700	-2.835555 -4.221178	-8.071565 1.301633	-13.921221 17.712420	-5.803296 9.892424	7.851549 -9.900768	0.701312 -9.822489	11.248163 8.450948	-9.351698 2.733682	-23.270773 -10.390707	0.548790 -2.232917	0.234500 -1.603320	-3.481734 1.028577	-2.044260 7.766571	4.977991 4.802564	13.990277 -9.704592	-3.133663 17.703201	
5.469293 -9.080330	-3.842880 -3.530329	0.046055 3.580336	8.615930 3.879495	-3.459791 -3.406962	-8.285782 1.082354	-14.707072 16.995775	-4.913593 9.664748	8.705635 -9.820905	1.459372 -10.731304	10.958529 8.657017	-8.583950 3.396343	-22.684850 -11.241208	1.187717 -3.183331	0.414726 -1.722437	-3.726236 0.909463	-2.706196 8.288555	4.084301 4.974398	14.107195 -10.404854	-3.940246 17.248634	
5.027758 -8.592468	-4.769248 -2.799077	-0.178224 4.007024	8.330527 3.176038	-2.600326 -3.507674	-8.379625 1.909277	-14.563027 16.680824	-4.583558 9.149998	8.829155 -9.297946	1.091337 -10.620630	10.227867 9.183773	-7.596532 3.113009	-22.378214 -10.819217	1.519601 -3.681300	-0.495322 -2.685709	-3.526407 0.435032	-2.485189 7.930336	3.331578 4.870063	13.544213 -10.233330	-3.169871 17.284561	
5.222999 -7.695683	-4.118480 -3.603334	0.300554 3.240237	8.171753 2.297312	-3.394218 -3.488637	-8.875810 2.449886	-15.301973 15.850674	-5.022984 8.166027	8.037451 -9.569426	0.599597 -11.482833	10.340336 8.655714	-7.986537 3.289131	-21.574959 -11.060770	2.371277 -3.764112	-1.450853 -2.517182	-3.105983 1.434556	-2.671762 8.536014	2.976790 5.648698	14.339714 -9.477712	-4.021171 18.057322	
4.947411 -7.666042	-4.056343 -4.281848	0.696357 2.988049	8.213272 3.216921	-3.797802 -2.887575	-9.220217 2.047854	-15.222510 16.088678	-4.434630 7.312604	7.617728 -10.274672	0.175535 -12.103001	10.402739 8.765432	-8.958797 3.359699	-20.775971 -10.439216	3.345393 -4.183372	-1.257133 -3.204935	-2.905392 2.282083	-3.601465 8.640474	2.266008 5.392082	14.736883 -8.633042	-4.265161 18.132093	
5.914647 -7.159992	-3.165140 -3.556508	1.582091 2.437123	9.054328 3.865813	-2.975597 -2.746803	-8.266570 1.864202	-15.229174 16.991124	-4.651526 7.212872	7.811664 -10.848244	-0.805510 -11.810492	10.988983 8.577797	-8.755422 3.072996	-21.676464 -10.291625	3.805482 -4.602072	-1.133561 -3.315211	-2.993407 1.452630	-3.113046 7.988544	2.687516 4.622350	15.605107 -9.390235	-3.474740 17.720257	
6.483882 -7.728708	-2.598045 -2.685443	2.414206 3.388359	8.826447 3.462795	-2.951233 -2.678657	-8.629425 1.146846	-14.968221 17.871444	-5.173690 6.943552	6.870133 -10.543723	-0.783186 -12.700226	10.303868 8.918963	-9.392217 3.198276	-22.083839 -9.830541	3.208488 -5.479791	-1.890996 -3.713298	-3.824105 2.049460	-2.972734 8.100254	2.269442 3.773617	16.116418 -9.184228	-3.832263 17.348477	
6.839306 -6.807739	-1.660316 -2.445609	2.854521 3.044843	9.381195 4.139028	-3.163681 -2.799480	-9.396324 1.393884	-15.499220 17.581343	-4.817149 6.967204	7.164921 -10.151805	-0.626951 -13.282381	10.621755 8.289644	-9.376200 3.587570	-22.902211 -10.487550	3.496751 -6.016541	-1.552628 -3.625773	-3.788000 1.785795	-2.459674 8.712715	3.135921 4.685992	16.028505 -8.556345	-4.270954 16.944986	
5.851674 -6.797142	-1.570281 -1.776500	3.022821 2.326314	9.933185 3.668420	-3.153470 -2.014517	-9.679981 1.343291	-15.631553 18.123846	-4.157768 6.581570	6.600424 -9.285274	-0.254051 -12.821051	9.626368 8.427994	-8.884325 4.395460	-23.269234 -9.710284	3.270425 -5.370123	-0.563039 -3.573866	-3.282155 2.077046	-1.810158 8.864630	3.887637 5.069352	15.718050 -8.969301	-4.417020 16.877732	
6.540290 -7.345896	-0.719019 -1.847842	3.096120 1.505338	9.630401 3.922452	-3.367352 -1.448770	-9.692952 1.463488	-16.311229 17.738713	-4.118085 7.048876	7.245697 -9.791284	0.608660 -13.284672	10.436985 8.533875	-8.113159 4.035676	-24.049116 -10.575838	2.370890 -4.433146	-1.025421 -3.960814	-3.143107 1.975071	-1.886020 9.576040	4.413270 5.167635	15.662067 -9.346433	-4.150189 16.213295	
7.422055 -7.939297	-0.150338 -1.552865	3.835817 1.483312	10.202239 2.924146	-3.252769 -2.066053	-9.042490 1.125151	-16.280088 17.238216	-3.607805 6.784778	6.590197 -10.714871	1.026757 -13.792826	10.485761 7.807076	-9.092849 3.235484	-23.357398 -10.296401	2.031762 -4.474111	-1.677843 -3.412289	-3.731564 2.403512	-1.772237 8.868082	4.317398 5.110539	14.852007 -8.720393	-3.717390 16.736182	
7.289368 -8.447922	-0.701779 -1.919146	4.771240 1.380165	10.199185 3.492158	-2.270425 -2.280832	-8.643634 1.638697	-16.793775 18.003290	-3.080149 7.284300	6.985519 -11.370496	1.164228 -13.560057	11.136925 7.174637	-8.958618 2.738188	-23.684797 -10.652754	1.173354 -4.741105	-1.254410 -4.180668	-4.484732 2.189769	-2.430396 8.188458	4.085561 4.612616	15.678083 -7.921459	-4.185353 15.943423	
7.221875 -9.379626	-0.995435 -2.025159	4.168449 0.916259	9.821479 4.230206	-1.872158 -2.061859	-8.058743 1.091940	-17.713171 18.294247	-2.388308 7.297730	7.773973 -10.591908	1.798717 -13.370887	11.061113 6.856745	-8.916179 2.458542	-24.616842 -9.953907	1.404361 -4.454532	-2.105179 -4.101951	-5.363104 2.883666	-1.449253 7.599222	4.656502 3.673454	15.469462 -7.929874	-4.366761 15.805270	
7.365281 -9.631455	-0.965327 -2.462763	3.191813 1.222372	9.081475 4.809976	-2.126176 -2.369519	-7.638221 0.567875	-17.058466 18.810318	-1.536047 7.452018	8.173056 -10.479315	1.249704 -14.163068	11.841533 7.706035	-9.239927 2.148924	-25.224240 -9.620187	2.398785 -3.857986	-2.349755 -4.586333	-4.588612 3.310145	-1.299215 8.028182	5.325536 2.764980	15.423384 -8.384959	-4.796412 15.890550	
6.399398 -10.520353	-0.176590 -3.402597	2.490418 1.466849	9.045620 4.965739	-1.146192 -2.593084	-8.106945 0.822993	-16.139192 19.676768	-1.944682 6.989478	7.448694 -10.568139	0.635249 -15.130795	11.866310 6.989371	-9.105430 2.988458	-25.440994 -8.970819	1.851237 -3.203639	-2.022185 -4.489146	-4.408515 2.608420	-0.659775 8.229709	6.159371 3.269207	15.977914 -8.685122	-4.756733 16.742815	
7.385969 -10.689338	0.190521 -2.438120	2.996884 1.503302	9.622261 4.951527	-2.034079 -3.337428	-7.344787 0.004591	-15.235579 20.339451	-2.717054 7.756326	7.441419 -10.422576	-0.091904 -15.297750	11.652480 7.495453	-9.934153 3.573333	-25.728784 -8.236518	1.832446 -2.257080	-2.805516 -4.775787	-4.447986 1.882886	-0.016887 9.157447	6.139544 3.488605	15.351610 -9.220113	-3.881094 16.324159	
6.637270 -11.085458	-0.179145 -1.803362	2.248298 2.415217	9.472816 5.912533	-2.156506 -3.269473	-6.858894 0.798145	-15.689659 19.920663	-2.942503 8.052962	7.224058 -10.346245	-0.139012 -15.862060	12.081191 6.661781	-10.072604 4.074894	-25.224391 -8.402379	2.687420 -1.656069	-2.952106 -4.146264	-4.894790 1.836565	-0.654002 8.998586	5.428239 3.059418	15.374199 -8.720083	-4.141086 16.418498	
6.059605 -11.550942	-0.412436 -2.275508	1.889359 2.498450	8.870368 6.398038	-1.982487 -4.174838	-7.785011 0.440311	-16.625095 19.924382	-3.844899 8.224571	7.951828 -10.994762	0.202120 -15.666683	11.797181 6.384254	-10.544087 3.422402	-24.485606 -8.479366	2.229399 -1.611627	-2.890918 -4.173338	-3.966734 2.010623	-1.457777 8.898232	5.100377 2.855209	14.648338 -8.297106	-3.608459 17.336202	
5.894833 -10.922603	0.530489 -2.726834	1.383122 1.799387	9.685179 7.108735	-2.411384 -4.777843	-6.850392 -0.444813	-16.090541 19.161175	-4.564815 8.039255	8.536330 -10.066202	0.620338 -15.015688	12.489950 6.423729	-9.870070 4.156764	-24.717365 -7.893726	1.404256 -1.720062	-2.084591 -4.361165	-3.323084 2.923707	-0.738844 9.883553	5.324055 2.394809	13.991180 -7.918900	-4.597567 17.162895	
5.733141 -10.952251	-0.344255 -2.139762	0.616634 2.641948	10.666095 7.062404	-1.804134 -4.838199	-6.011562 -1.014887	-16.844484 18.934642	-5.341887 7.615738	9.517862 -9.266683	1.264664 -14.732326	13.375902 5.498602	-9.294997 4.654778	-25.045356 -8.140429	0.884621 -1.665159	-2.602794 -3.864068	-3.473323 2.791897	-1.529639 10.363706	4.511190 2.573784	14.024759 -8.270507	-3.605723 18.007271	
6.375149 -11.635144	-1.089476 -2.913221	0.253294 2.092406	11.271402 7.806808	-2.679057 -5.679674	-6.616389 -0.240682	-16.928543 18.487556	-4.818820 8.263848	9.184477 -8.663006	1.767078 -14.897994	13.243252 4.614299	-9.391358 5.424488	-25.684302 -7.740288	-0.017015 -2.192604	-1.965514 -4.128112	-4.225749 3.483158	-1.791591 9.915612	4.689658 3.212958	14.437214 -9.149882	-3.331044 17.073649	
7.107348 -12.043614	-0.519467 -2.311157	-0.364695 2.354816	12.104240 8.554740	-2.593036 -6.088466	-5.819466 -0.236434	-16.656467 18.751145	-5.188696 7.562678	10.007336 -8.167172	1.797315 -15.592368	14.168157 4.059104	-9.734126 4.491705	-25.914310 -7.499619	0.344778 -2.662411	-1.278561 -4.823343	-3.561056 3.772491	-2.285608 9.908677	4.227189 3.900055	14.261495 -8.514785	-4.158138 17.984291	
7.407281 -11.672042	-0.032364 -1.823236	-0.832970 2.079390	12.013343 9.163098	-3.316456 -5.181902	-6.360889 0.693687	-17.097304 18.781860	-5.439506 8.209381	9.126379 -8.559384	1.686374 -16.289013	13.747159 4.392639	-9.432519 4.692394	-25.955553 -8.424970	-0.609758 -2.777614	-1.930530 -4.792441	-3.071146 4.174370	-2.560068 10.833820	5.059720 4.892790	14.188533 -8.951806	-4.297030 17.142617	
7.733779 -11.182914	0.350723 -1.197550	-0.057881 1.413518	11.104632 8.907146	-2.413930 -4.580340	-5.409639 -0.217473	-17.267174 18.661097	-5.883655 8.857741	8.959769 -9.273558	1.966816 -17.264567	14.444940 4.925898	-10.244296 4.261698	-25.359827 -7.478408	-1.512311 -2.602066	-1.174418 -3.879384	-3.454803 5.047474	-2.964061 10.576450	4.613995 4.451212	14.349403 -9.495314	-4.637536 16.369406	
8.367524 -10.426938	0.700168 -0.395463	0.296855 1.350622	11.266037 8.031944	-1.772181 -4.060554	-4.901504 0.651279	-17.960444 18.361055	-6.487892 9.092507	9.322599 -8.601576	2.147295 -17.013332	15.275984 4.186613	-10.816854 4.484642	-26.271061 -8.427164	-0.777091 -3.388553	-1.892373 -3.389786	-2.508383 5.020486	-2.778062 9.818286	5.129271 4.609449	15.197081 -8.562261	-5.206409 15.980414	
8.684730 -9.597032	0.054182 -1.380277	0.542930 2.118913	10.423951 8.596415	-1.442610 -4.313797	-5.595864 1.594059	-18.225651 17.408865	-7.238107 8.838141	9.218684 -8.013980	2.469800 -17.436011	14.954413 5.059526	-11.784259 4.304431	-25.847728 -8.950465	-0.274937 -4.187841	-1.502505 -3.007220	-2.178561 5.479053	-3.747219 9.255649	4.651021 3.662467	14.876182 -7.925292	-4.826085 16.314813	
8.773873 -8.760780	0.327541 -0.513013	-0.423452 2.977835	10.868986 7.645168	-1.249919 -3.525215	-4.927695 1.673695	-18.971998 17.977934	-7.449978 7.948153	9.517304 -8.971748	2.992020 -16.993235	14.603046 5.600959	-12.190948 3.962175	-25.329297 -9.365221	-0.852810 -4.070218	-2.390725 -3.866893	-3.160922 5.888984	-3.367408 9.350909	3.679440 3.100846	15.354573 -8.389287	-3.905414 16.610773	
8.861193 -9.042247	0.110070 0.319272	-1.115580 2.893130	10.998883 7.990081	-0.911167 -3.278096	-5.732762 2.494002	-19.480125 18.002478	-7.137366 7.251945	9.264684 -9.639503	3.823113 -16.334560	14.975363 6.595896	-12.087338 3.437179	-24.463114 -9.976843	-0.461216 -4.852970	-2.058462 -3.227461	-3.118317 6.813238	-2.984852 9.934671	3.805727 2.189930	16.296342 -7.701230	-4.686200 16.863463	
7.943266 -9.413177	-0.175103 -0.355549	-0.645424 2.038418	11.887911 7.899521	0.075821 -4.113681	-5.932083 2.538438	-19.557891 17.283738	-7.861546 8.030765	8.928533 -10.299638	4.648370 -16.500430	14.964295 7.043821	-12.454990 3.105279	-24.565631 -9.977432	-0.793305 -4.968066	-2.517380 -3.511971	-2.455070 5.939945	-3.889535 9.753837	3.647880 1.521719	16.213482 -6.941054	-4.141339 17.776205	
8.683451 -9.587648	0.177720 -0.309690	-1.408618 1.506266	10.938416 7.483428	-0.254442 -4.396947	-5.326335 2.491094	-19.081445 18.234131	-7.951492 7.199148	8.801272 -9.679707	4.377269 -16.671009	14.984423 7.965764	-13.383380 3.685155	-25.254734 -9.956201	0.017998 -5.501165	-3.218381 -3.899412	-3.203295 5.093938	-4.381455 9.425688	3.938778 2.437833	17.179146 -7.888340	-3.319202 18.002181	
9.551465 -10.508630	0.849597 -1.048703	-0.469381 2.238559	10.179473 8.037901	-0.745996 -4.577005	-6.253070 2.962839	-18.608572 18.279349	-7.478307 7.616869	8.144721 -9.468767	4.194254 -17.006873	14.478472 7.213951	-13.133795 3.499017	-25.352323 -9.277249	-0.155328 -5.255669	-2.332352 -3.702611	-2.414582 5.509799	-4.346577 10.265495	3.317967 1.951033	17.597997 -7.791502	-4.050885 18.105065	
9.975293 -10.599181	-0.128537 -1.206660	-0.351742 3.081994	10.207972 7.236023	-0.483445 -4.751495	-6.424376 3.611926	-19.438325 17.798654	-6.666774 8.307240	8.381824 -10.317086	3.328021 -17.925081	14.033836 7.585966	-12.168352 4.172360	-25.991619 -8.794535	-0.573698 -4.936664	-3.263111 -3.131184	-2.999176 4.647192	-5.237758 10.273572	2.520609 1.092909	16.672527 -6.904805	-4.488260 17.212127	
9.386839 -11.016340	0.360206 -1.887850	0.492433 3.763806	10.527211 7.127692	-1.036643 -4.854986	-6.981805 4.541180	-19.255477 17.996057	-7.119122 7.907867	9.327715 -10.290815	3.091944 -17.509884	13.269063 8.224193	-11.786275 4.977588	-25.972337 -8.320286	0.141827 -5.198256	-3.026394 -2.636134	-2.864497 5.243597	-5.499199 10.509442	1.638104 0.791096	16.226921 -7.179548	-4.110519 16.858892	
8.694728 -10.316229	0.446243 -1.788459	1.314232 2.977775	11.076956 7.078726	-2.014390 -4.677350	-7.427283 4.377669	-19.683758 18.610417	-7.026315 7.096025	9.499179 -9.542460	2.273751 -18.484028	12.391416 8.083324	-12.519710 4.211908	-25.564809 -7.678958	0.437406 -6.072488	-3.166618 -2.064666	-2.845311 5.240649	-5.450438 10.233462	1.629177 0.712178	16.726671 -7.193110	-3.269195 16.940318	
7.995554 -9.847711	0.999248 -0.876593	2.183725 3.495205	10.971177 6.469878	-2.370633 -3.793281	-7.999806 4.956818	-20.310396 18.436942	-6.426712 7.528765	9.065682 -8.685089	2.924791 -18.572318	12.543283 7.876706	-12.914936 4.685648	-25.678110 -7.077236	0.205930 -6.365016	-2.679317 -1.129296	-3.139272 5.545393	-6.370826 9.799250	0.721183 1.357679	16.958188 -6.476775	-2.388349 15.964379	
7.180616 -9.472187	0.993281 -0.300276	2.541036 4.288878	10.077995 5.528032	-2.140125 -3.888232	-7.018580 4.598099	-20.295399 17.565195	-6.671426 7.595180	9.926776 -8.675430	3.681345 -17.988689	12.058876 7.183321	-12.900018 5.680712	-25.818938 -6.307293	0.618410 -6.071649	-2.186602 -0.204758	-2.875790 6.126158	-5.465515 10.100005	0.520434 2.330515	16.419770 -6.925059	-2.046546 15.283933	
7.877126 -10.186138	1.200048 -0.483310	2.956659 4.705857	9.838698 5.129929	-1.370514 -2.960390	-7.317040 3.851743	-20.512192 18.085420	-6.378107 7.374558	9.295432 -9.368993	3.622298 -17.612220	12.759401 6.622207	-13.063360 5.760138	-25.521593 -5.674846	1.555347 -6.750129	-2.087280 0.157986	-2.423402 5.853304	-6.108795 11.034345	0.371760 2.091945	17.023434 -6.180432	-1.629136 15.796499	
7.412859 -10.298780	0.673870 0.121205	3.633999 4.665304	9.644735 4.310455	-1.651511 -3.731663	-6.434966 2.869739	-20.941171 18.784112	-6.373719 7.158615	10.257537 -9.844727	4.603089 -17.208094	13.072155 6.967396	-12.435412 6.519379	-25.159641 -5.114077	1.341374 -6.985456	-1.117696 0.586231	-1.836200 5.516743	-6.301145 11.331144	-0.598025 1.679676	16.032395 -6.815675	-2.210654 15.000940	
6.601633 -9.898093	1.272381 0.937025	2.842706 3.767004	9.436415 3.411742	-2.017082 -3.927220	-7.201750 2.864980	-20.290223 19.639910	-6.266222 8.046502	10.402766 -9.090077	5.334041 -18.166630	12.425374 7.525680	-11.672030 6.444821	-25.723462 -5.839654	0.895595 -7.174830	-0.734236 0.645536	-1.219327 4.925435	-5.407877 10.879379	-0.365461 2.202514	15.181357 -7.658574	-1.928283 15.458542	
7.580624 -9.865160	1.609555 1.071375	2.413101 2.794824	9.768765 4.152590	-1.160439 -4.057158	-8.008590 2.163288	-19.388456 19.702456	-5.600653 8.892640	9.418270 -8.884950	5.163666 -17.610313	11.801287 7.660625	-11.974211 5.658908	-25.821375 -5.763444	1.415509 -7.911955	-1.445371 0.592947	-1.676700 4.185266	-4.790691 10.730349	-1.317120 1.885848	14.336013 -6.943089	-2.717271 14.891497	
7.332512 -9.455487	2.573017 1.531342	2.589895 2.657445	9.937774 4.355129	-1.058235 -5.025670	-7.975609 1.886391	-20.016834 19.037779	-4.806484 9.295246	9.849643 -8.474670	5.054238 -18.525682	11.732542 6.668475	-12.533976 5.317276	-25.297123 -6.042935	1.765614 -7.339523	-2.258743 -0.113779	-1.361005 4.403507	-5.780940 10.574029	-1.588463 1.616727	14.198674 -6.283716	-2.953169 15.199145	
8.061713 -9.775778	3.070410 0.810778	3.405827 2.190340	10.758324 4.162546	-1.274714 -4.353341	-8.759754 1.589933	-19.742092 18.487622	-4.191027 9.609126	10.471786 -8.793839	5.315882 -18.624008	12.716911 6.231101	-13.347474 4.644897	-24.661400 -6.565047	2.507559 -7.683434	-2.708198 -0.353156	-0.747680 4.901926	-5.394497 10.129121	-2.453944 1.940497	14.967884 -7.269611	-2.664047 14.520085	
8.323714 -9.631638	4.008653 0.523894	3.058603 2.443646	10.650312 3.657160	-1.796151 -5.145188	-9.301532 2.436258	-19.288418 18.534954	-3.510320 9.336242	9.536553 -8.109162	5.962881 -19.195242	12.484504 7.049700	-12.748003 3.733518	-25.571506 -6.134674	2.274468 -7.135208	-2.520508 -1.029654	-1.415865 5.773763	-6.311352 10.427973	-3.012445 2.506068	14.734111 -6.422545	-3.564745 13.556379	
8.937506 -10.219245	4.040696 0.409925	3.566596 1.719448	11.482807 3.579918	-1.198139 -4.441623	-9.213785 3.406690	-19.071350 18.596727	-4.484314 9.852939	9.826866 -7.623086	5.728336 -18.865440	12.596370 6.817095	-13.392229 3.049185	-25.007415 -5.231406	2.490849 -6.548431	-2.012487 -0.149529	-1.824403 6.073039	-6.897788 9.871861	-2.029245 2.087720	14.910831 -6.841954	-4.494628 13.131592	
9.891401 -10.093680	3.323113 0.176518	3.794423 2.282952	10.499453 3.346009	-1.542236 -4.980874	-9.937823 2.696187	-18.406096 17.846294	-3.601661 9.605374	9.772877 -7.316039	5.575046 -18.921220	13.563272 6.796190	-12.621825 3.025660	-26.005952 -6.190916	2.929305 -6.607859	-2.692140 0.436996	-1.076290 6.131407	-7.165459 10.067129	-1.790134 1.876062	14.827984 -6.955361	-4.052822 12.449619	
9.840288 -9.438102	3.612428 -0.212436	3.842122 3.098188	10.044684 3.783771	-2.326592 -4.661372	-9.325739 1.867380	-19.178059 17.373955	-3.528460 10.150414	9.746984 -7.655590	6.360320 -19.731529	13.082930 5.941496	-12.413914 3.988040	-26.611534 -6.344382	2.929357 -7.272983	-2.401847 1.259296	-0.603553 6.521717	-6.510698 10.537986	-2.372265 2.127900	15.065369 -7.158029	-4.700412 11.986091	
10.151613 -9.841393	3.155215 -0.843204	3.893433 2.996010	9.508780 3.514556	-2.252561 -4.544231	-10.033561 1.002498	-19.019345 17.677174	-2.988771 9.591806	9.057123 -7.972122	6.154799 -20.522326	12.100203 6.678597	-12.498381 4.341610	-26.104333 -6.359153	3.291101 -8.174772	-1.878546 0.566505	-0.930594 6.523543	-7.222997 11.380883	-2.647672 2.729127	15.177983 -7.925301	-3.841379 11.064120	
